anime_id,name,genre,type,episodes,rating,members,user_rating,count
26165,Yuri Kuma Arashi,"Drama, Fantasy, Psychological, School, Seinen, Shoujo Ai",TV,12,7.19,48549,5.78,963
3354,Zombie-Loan Specials,"Action, Shounen, Supernatural",Special,2,7.19,22182,5.19,1425
493,Armitage III: Poly-Matrix,"Action, Adventure, Mecha, Military, Police, Romance, Sci-Fi",Movie,1,7.18,9186,5.75,552
7817,B Gata H Kei,"Comedy, Ecchi, Romance, School, Seinen",TV,12,7.18,192719,5.88,8486
33080,Brotherhood: Final Fantasy XV,Action,ONA,5,7.18,29445,5.41,678
5032,Cobra The Animation,"Action, Adventure, Sci-Fi, Space",TV,13,7.18,4361,5.51,150
2907,Cyborg Kuro-chan,"Comedy, Sci-Fi",TV,66,7.18,3188,5.57,135
2651,Doraemon: Doraemon Comes Back (Movie),"Comedy, Fantasy, Kids",Movie,1,7.18,672,4.11,18
5197,Dragon League,"Adventure, Comedy, Fantasy, Shounen, Sports",TV,39,7.18,558,5.16,19
32801,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,"Action, Adventure, Comedy, Fantasy, Romance",OVA,1,7.18,23370,5.51,47
26057,Fate/kaleid liner Prisma☆Illya 2wei! OVA,"Comedy, Ecchi, Fantasy, Magic",OVA,1,7.18,14351,5.21,372
1829,Gedo Senki,"Adventure, Fantasy, Magic",Movie,1,7.18,59243,5.88,3215
6867,Halo Legends,"Action, Drama, Military, Sci-Fi",ONA,9,7.18,21190,6.1,1114
23083,Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.18,1332,4.31,42
247,Harukanaru Toki no Naka de: Hachiyou Shou,"Demons, Fantasy, Historical, Magic, Shoujo, Supernatural",TV,26,7.18,14550,5.64,446
8206,Hime Chen! Otogi Chikku Idol Lilpri,"Magic, Shoujo",TV,51,7.18,6118,5.22,107
3027,Hokuto no Ken: Yuria-den,"Action, Adventure, Drama, Martial Arts",OVA,1,7.18,3713,5.65,144
606,Kazemakase Tsukikage Ran,"Adventure, Comedy, Historical, Martial Arts, Samurai",TV,13,7.18,7893,5.52,265
2077,Kindaichi Shounen no Jikenbo,"Mystery, School, Shounen",Movie,1,7.18,1641,5.32,40
2797,Koukou Tekken-den Tough,"Action, Martial Arts, Shounen",OVA,3,7.18,2398,5.56,85
6379,Kyou no 5 no 2 (TV): Takarabako,"Comedy, Ecchi, School, Seinen",OVA,1,7.18,5553,5.54,215
7066,Mahoromatic: I&#039;m Home!,"Comedy, Ecchi, Romance, Sci-Fi",Special,2,7.18,5760,5.31,279
604,Mahou no Stage Fancy Lala,"Comedy, Drama, Magic, Music, Romance, Shoujo",TV,26,7.18,5991,5.42,218
2044,Mahou no Tenshi Creamy Mami,"Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo",TV,52,7.18,5112,4.93,88
5030,Maria†Holic,"Comedy, Parody, School, Shoujo Ai",TV,12,7.18,104663,5.82,4532
1110,Mermaid Melody Pichi Pichi Pitch Pure,"Adventure, Comedy, Magic, Romance, Shoujo",TV,39,7.18,19311,5.1,828
2279,Nagagutsu wo Haita Neko,"Adventure, Fantasy, Kids",Movie,1,7.18,1804,6.0,107
3059,Ninja Senshi Tobikage,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,43,7.18,1941,6.22,60
1199,Nintama Rantarou,"Comedy, Shounen",TV,Unknown,7.18,2255,,0
32603,Okusama ga Seitokaichou!+!,"Comedy, Ecchi, Romance, School, Shounen",TV,12,7.17,37570,,0
461,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.18,36558,5.25,2400
1569,Otome wa Boku ni Koishiteru,"Comedy, Drama, Romance, School",TV,12,7.18,42190,5.7,1855
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.18,5158,4.13,213
34514,Pokemon Generations,"Action, Adventure, Fantasy, Game, Kids",ONA,18,7.21,295,,0
2369,Rental Magica,"Fantasy, Mystery, Supernatural",TV,24,7.18,39806,5.5,1378
20973,Sekai Seifuku: Bouryaku no Zvezda,"Action, Comedy, Fantasy",TV,12,7.18,67877,5.7,2147
938,Shin Getter Robo tai Neo Getter Robo,"Action, Mecha, Sci-Fi, Shounen",OVA,4,7.18,2339,5.46,97
3138,Solty Rei Special,"Comedy, Drama",Special,1,7.18,2641,4.59,153
6098,Sora no Manimani,"Comedy, Romance, School, Slice of Life",TV,12,7.18,28652,5.9,1146
10351,Tenchi Muyou! Ryououki 2nd Season Picture Drama,"Comedy, Sci-Fi, Shounen, Space",Special,1,7.18,3626,5.3,170
448,Tenjou Tenge: The Ultimate Fight,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",OVA,2,7.18,29039,5.55,2048
7654,Tokyo Magnitude 8.0 Recap,Drama,Special,1,7.18,4257,4.73,128
2470,Uchuu Kaizoku Captain Harlock: Arcadia-gou no Nazo,"Action, Adventure, Drama, Sci-Fi, Space",Movie,1,7.18,2579,4.37,83
21439,Uta no☆Prince-sama♪ Maji Love Revolutions,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,7.18,27997,4.98,561
3486,Yuusha Tokkyuu Might Gaine,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,47,7.18,1021,6.05,21
32717,Aikatsu Stars!,"Music, School, Shoujo, Slice of Life",TV,Unknown,7.17,4485,,0
31080,Anne Happy♪,"Comedy, School, Slice of Life",TV,12,7.17,32040,5.9,519
284,Area 88 (TV),"Action, Drama, Military, Romance, Shounen",TV,12,7.17,7563,5.84,300
286,B&#039;T X,"Adventure, Mecha, Sci-Fi, Shounen",TV,25,7.17,5913,5.53,259
23237,Chuunibyou demo Koi ga Shitai! Ren Specials,Comedy,Special,7,7.17,20337,4.71,631
6217,Crayon Shin-chan Movie 03: Unkokusai no Yabou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.17,1617,4.48,67
992,Dual Parallel! Trouble Adventures,"Action, Comedy, Harem, Mecha, Sci-Fi, Shounen",TV,13,7.17,10636,5.6,572
19067,Future Card Buddyfight,Game,TV,64,7.17,3417,4.67,42
2815,Geragera Boes Monogatari,"Comedy, Kids",TV,52,7.17,869,6.6,43
2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,"Comedy, Ecchi, Magic, Romance, Supernatural",Movie,1,7.17,13115,5.06,816
5978,Kannagi: Moshimo Kannagi ga Attara...,"Comedy, School, Shounen, Supernatural",Special,1,7.17,22155,5.66,1348
3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,"Drama, Historical",TV,52,7.17,1414,4.83,47
17741,Kimi no Iru Machi,"Drama, Romance, Slice of Life",TV,12,7.17,63418,5.88,2052
1436,Lupin III: Twilight Gemini no Himitsu,"Action, Adventure, Comedy, Shounen",Special,1,7.17,3493,5.28,166
252,Madlax,"Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural",TV,26,7.17,25995,5.89,793
10690,Magic Tree House,"Adventure, Magic",Movie,1,7.17,3433,5.78,112
4997,Mahoromatic 2 End Year Special,"Comedy, Ecchi, Military, Romance, Sci-Fi",Special,1,7.17,4236,4.79,230
33003,Mahou Shoujo Ikusei Keikaku,"Action, Fantasy, Supernatural, Thriller",TV,12,7.17,46024,,0
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",Movie,1,7.17,120571,5.22,7846
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,"Comedy, Ecchi, Game, Romance, School",TV,12,7.17,137102,5.76,2572
10302,Pokemon Diamond &amp; Pearl Specials,"Action, Comedy, Fantasy, Kids",Special,2,7.17,5913,4.65,266
11569,Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,"Fantasy, Magic, Music, Shoujo",OVA,1,7.17,1057,2.92,25
33713,Seihou Bukyou Outlaw Star Specials,"Action, Adventure, Comedy, Ecchi, Sci-Fi",Special,2,7.16,1509,4.39,23
17391,Senyuu. Specials,"Action, Comedy, Fantasy, Shounen",Special,4,7.17,10194,4.91,337
27441,Show By Rock!!,"Comedy, Music",TV,12,7.17,32061,5.55,589
32038,Show By Rock!! #,"Comedy, Music",TV,12,7.17,8964,,0
2586,Soukou Kihei Votoms: Kakuyaku taru Itan,"Drama, Mecha, Military, Sci-Fi",OVA,5,7.17,1761,5.77,52
1602,Soukou no Strain,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space",TV,13,7.17,14925,5.79,638
2011,Taiho Shichau zo Special,"Action, Comedy, Police, Shounen",TV,20,7.17,2856,5.02,115
6312,Taiho Shichau zo: Full Throttle Special,"Action, Adventure, Comedy, Police",Special,1,7.17,1536,4.81,57
3137,Tsurikichi Sanpei,"Adventure, Sports",TV,109,7.17,1650,5.39,79
1922,Urusei Yatsura Movie 3: Remember My Love,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.17,2897,5.2,127
30419,"Wake Up, Girls! Beyond the Bottom","Drama, Music",Movie,1,7.18,2555,5.68,28
548,Wonderful Days,"Action, Drama, Romance, Sci-Fi",Movie,1,7.17,23422,5.96,1259
31588,All Out!!,"School, Seinen, Sports",TV,25,7.16,35461,,0
7152,Anyamal Tantei Kiruminzoo,"Comedy, Magic, Shoujo",TV,50,7.16,3605,5.0,38
1051,Ao no 6-gou,"Action, Adventure, Mecha, Military, Sci-Fi",OVA,4,7.16,29487,5.68,1339
1554,Asatte no Houkou.,"Drama, Supernatural",TV,12,7.16,16909,5.66,677
751,Bomberman Jetters,"Action, Adventure, Comedy, Mystery, Sci-Fi, Shounen",TV,52,7.16,1876,5.31,42
34077,Cardfight!! Vanguard G: Next,"Action, Game, Shounen",TV,Unknown,7.16,1363,,0
3432,Chou Mashin Eiyuuden Wataru,"Action, Adventure, Comedy, Mecha",TV,51,7.16,615,4.44,18
30383,Classroom☆Crisis,"School, Sci-Fi",TV,13,7.16,55977,5.75,1189
2913,Daisougen no Chiisana Tenshi: Bush Baby,"Adventure, Drama",TV,40,7.16,889,5.71,28
3033,Digimon Tamers: Bousou Digimon Tokkyuu,"Adventure, Comedy, Sci-Fi, Shounen",Movie,1,7.16,14037,5.24,808
1803,Dirty Pair: Lovely Angels yori Ai wo Komete,"Action, Adventure, Comedy, Police, Sci-Fi",OVA,2,7.16,2038,4.41,68
16385,Dog Days&#039;&#039;,"Action, Adventure, Fantasy, Magic",TV,12,7.16,34576,5.34,997
1045,Elf wo Karu Mono-tachi,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen",TV,12,7.16,13581,5.72,687
5267,Gamba no Bouken,"Adventure, Kids",TV,26,7.16,790,5.39,28
4476,Gensoumaden Saiyuuki: Kibou no Zaika,"Adventure, Fantasy",OVA,1,7.16,2557,4.64,86
3327,Giant Gorg,"Adventure, Mecha, Sci-Fi",TV,26,7.16,1300,5.6,10
9723,Hakuouki Hekketsuroku Episode 0,"Action, Drama, Harem, Historical, Josei, Samurai, Supernatural, Vampire",Special,1,7.16,8025,4.82,339
1592,Hataraki Man,"Comedy, Drama, Romance, Seinen, Slice of Life",TV,11,7.16,13681,5.9,373
7728,Hellsing: Psalm of Darkness,"Action, Seinen, Supernatural, Vampire",Special,1,7.16,15097,4.8,509
20673,Hinata no Aoshigure,"Adventure, Fantasy, Romance",Movie,1,7.16,6970,5.48,166
1025,Kachou Ouji,"Adventure, Comedy, Music, Sci-Fi, Slice of Life",TV,13,7.16,16111,5.94,404
2130,Kaibutsu Oujo,"Action, Comedy, Horror, Shounen, Supernatural, Vampire",TV,25,7.16,44825,5.42,1618
33511,Koro-sensei Q!,"Comedy, Shounen",Movie,1,7.14,13657,3.5,2
1434,Lupin III: Harimao no Zaihou wo Oe!!,"Action, Adventure, Comedy, Shounen",Special,1,7.16,3057,5.04,149
8097,Lupin III: The Last Job,"Adventure, Comedy, Shounen",Special,1,7.16,2685,5.44,99
8666,Mazinkaiser SKL,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,3,7.16,6941,5.91,286
620,Mermaid Forest,"Drama, Fantasy, Horror, Mystery",TV,13,7.16,14073,5.61,433
7308,Mirai Shounen Conan (Movie),"Adventure, Drama, Sci-Fi",Movie,1,7.16,917,4.42,26
2298,Mobile Suit Gundam Seed: After-Phase Between the Stars,"Action, Drama, Mecha, Sci-Fi",Special,1,7.16,9594,5.3,507
1688,Nanatsu-iro★Drops,"Magic, Romance, School",TV,12,7.16,16604,5.67,598
1209,Nasu: Andalusia no Natsu,"Action, Seinen, Sports",Movie,1,7.16,4545,6.0,155
2489,Onegai My Melody,"Comedy, Fantasy, Magic",TV,52,7.16,3633,5.06,94
10108,Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary,Comedy,Special,16,7.16,14917,5.18,487
24211,Orenchi no Furo Jijou,"Comedy, Fantasy, Shoujo",TV,13,7.15,47157,5.11,1608
325,Peach Girl,"Drama, Romance, Shoujo, Slice of Life",TV,25,7.16,49508,5.76,2285
1118,Pokemon: Kesshoutou no Teiou Entei,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.16,73253,5.12,4872
23285,Poulette no Isu,"Comedy, Kids, Slice of Life",ONA,1,7.16,3675,5.7,116
907,Princess Princess,"Comedy, School, Shoujo",TV,12,7.16,38778,5.64,1912
23135,PriPara,"Music, School, Shoujo, Slice of Life",TV,Unknown,7.17,7680,,0
28617,Punch Line,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",TV,12,7.16,93000,5.82,2132
758,RahXephon: Pluralitas Concentio,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",Movie,1,7.16,10524,5.3,583
151,Re: Cutie Honey,"Action, Comedy, Ecchi, Sci-Fi, Shoujo Ai",OVA,3,7.16,10378,5.78,338
917,Riding Bean,"Action, Cars, Police, Seinen",OVA,1,7.16,6547,5.58,266
22663,Seiken Tsukai no World Break,"Action, Fantasy, Harem, Romance, School, Supernatural",TV,12,7.16,97401,5.66,2984
6974,Seikimatsu Occult Gakuin,"Comedy, Mystery, School, Sci-Fi, Supernatural",TV,13,7.16,65021,5.86,2682
4021,Seiyou Kottou Yougashiten: Antique,"Comedy, Shoujo, Shounen Ai",TV,12,7.16,21937,5.68,852
5220,Shangri-La,"Action, Drama, Sci-Fi",TV,24,7.16,38495,5.63,1101
29027,Shinmai Maou no Testament OVA,"Action, Demons, Ecchi, Fantasy, Harem, Romance",OVA,1,7.16,33466,5.29,1033
10775,SKET Dance: Demystifying Special,"School, Shounen",Special,1,7.16,3276,4.69,85
2170,Sousei no Aquarion OVA,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",OVA,2,7.16,7691,5.63,357
876,Street Fighter II V,"Adventure, Drama, Mystery, Shounen",TV,29,7.16,14002,5.85,757
760,Tenjou Tenge: The Past Chapter,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",Movie,1,7.16,15718,5.14,940
31370,Tonkatsu DJ Agetarou,"Comedy, Music, Shounen",TV,12,7.16,6342,5.7,106
343,Tsukuyomi: Moon Phase,"Comedy, Fantasy, Romance, Seinen, Vampire",TV,25,7.16,44874,5.62,1689
2300,Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,"Action, Mecha, Sci-Fi, Shounen",OVA,1,7.16,2432,4.73,91
20449,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru","Comedy, School, Slice of Life",OVA,1,7.16,39779,5.31,1314
27655,Aldnoah.Zero 2nd Season,"Action, Mecha, Sci-Fi, Space",TV,12,7.15,149364,5.98,5120
9346,Battle Spirits: Brave,"Action, Shounen",TV,50,7.15,1337,4.8,15
17677,Buki yo Saraba,"Action, Drama, Sci-Fi",Movie,1,7.15,5078,5.76,143
16157,Choujigen Game Neptune The Animation,"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural",TV,12,7.15,71901,5.59,1737
3745,Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.15,2073,4.4,94
291,D.C.S.S: Da Capo Second Season,"Comedy, Drama, Harem, Romance, Supernatural",TV,26,7.15,23364,5.56,1181
29437,Detective Conan: Happy New Year Special,"Action, Comedy, Mystery, Police, Shounen",Special,1,7.15,1202,3.32,22
1726,Devil May Cry,"Action, Demons, Fantasy",TV,12,7.15,166398,5.9,8235
2652,Doraemon: The Day When I Was Born,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.15,645,4.61,18
2950,Doubutsu no Mori,"Kids, Slice of Life",Movie,1,7.15,12051,5.74,530
2819,Dragon Quest: Abel Yuusha Densetsu,"Action, Adventure, Fantasy, Shounen",TV,43,7.15,2104,5.19,48
1046,Elf wo Karu Mono-tachi II,"Adventure, Comedy, Fantasy",TV,12,7.15,8004,5.6,481
16982,Hayate no Gotoku! Cuties,"Comedy, Harem, Parody, Romance, Shounen",TV,12,7.15,24044,5.59,873
2799,Hello! Sandybell,"Adventure, Romance, Shoujo",TV,47,7.15,2587,5.37,151
1020,Honoo no Mirage: Minagiwa no Hangyakusha,"Action, Drama, Historical, Romance, Shoujo, Shounen Ai, Supernatural",OVA,3,7.15,6006,5.2,252
2891,Iblard Jikan,Fantasy,OVA,1,7.15,11116,5.73,393
33242,IS: Infinite Stratos 2 - Infinite Wedding,Fantasy,Special,1,7.15,6604,3.47,19
29785,Jitsu wa Watashi wa,"Comedy, Fantasy, Romance, School, Shounen, Supernatural",TV,13,7.15,88500,5.68,2386
11299,Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!,"Action, Adventure, Comedy, Mecha, Shounen, Space",Special,1,7.15,683,4.81,16
3483,Maison Ikkoku: Utsuriyuku Kisetsu no Naka de,"Comedy, Drama, Romance",OVA,1,7.15,1458,5.11,45
32030,MEMORiES MELODiES,Music,Music,1,7.15,699,6.22,9
912,Ninku,"Adventure, Shounen",TV,55,7.15,2424,6.19,53
32013,Oshiete! Galko-chan,"Comedy, School, Slice of Life",TV,12,7.15,45778,5.54,1142
31378,Owari no Seraph: Kyuuketsuki Shahar,"Action, Drama, Shounen, Supernatural, Vampire",OVA,1,7.15,17815,4.67,266
1492,Project ARMS,"Action, Martial Arts, Super Power",TV,26,7.15,6903,5.33,254
2000,Roujin Z,"Comedy, Drama, Mecha, Sci-Fi",OVA,1,7.15,9358,6.11,296
11441,Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,"Action, Drama, Historical, Samurai, Shounen",OVA,2,7.15,13795,5.44,542
22877,Seirei Tsukai no Blade Dance,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Supernatural",TV,12,7.15,124448,5.58,3710
8057,Shin Koihime†Musou: Otome Tairan,"Adventure, Comedy, Ecchi, Fantasy, Historical",TV,12,7.15,13089,5.29,514
2758,Shippuu! Iron Leaguer,"Sci-Fi, Shounen, Sports",TV,52,7.15,432,4.0,3
29163,Sore ga Seiyuu!,"Comedy, Slice of Life",TV,13,7.15,25707,5.9,573
8250,Soukou Kihei Votoms: Koei Futatabi,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,7.15,1590,5.02,56
3667,Strike Witches,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.15,96159,5.79,3392
2577,Tom Sawyer no Bouken,"Adventure, Drama, Historical, Slice of Life",TV,49,7.15,2322,5.4,110
3737,Usavich,"Adventure, Comedy",TV,13,7.15,4675,6.06,265
28841,"Wake Up, Girls! Seishun no Kage","Drama, Music",Movie,1,7.15,3560,5.23,47
1207,Wata no Kuni Hoshi,"Drama, Fantasy, Psychological, Romance, Shoujo",Movie,1,7.15,1835,6.38,48
48,.hack//Sign,"Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",TV,26,7.14,110304,5.79,4369
7113,30th Gundam Perfect Mission,"Mecha, Sci-Fi",OVA,1,7.14,3963,5.46,180
230,Air Master,"Action, Comedy, Martial Arts, Seinen",TV,27,7.14,22433,5.63,872
929,Aura Battler Dunbine,"Adventure, Mecha, Sci-Fi",TV,49,7.14,3694,4.99,72
32802,Cardfight!! Vanguard G: Stride Gate-hen,"Action, Game, Shounen",TV,24,7.14,2121,4.45,38
23991,Cardfight!! Vanguard Movie: Neon Messiah,"Action, Adventure, Demons, Game, Shounen",Movie,1,7.14,2336,4.9,40
8394,Cyborg 009 (TV),"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.14,3496,4.33,106
13839,Detective Conan OVA 12: The Miracle of Excalibur,"Comedy, Mystery, Police, Shounen, Sports",OVA,1,7.14,4947,4.69,208
2355,Devilman: Yochou Sirene-hen,"Demons, Horror, Sci-Fi, Supernatural",OVA,1,7.14,5858,5.85,300
900,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.14,52690,4.93,3311
5152,Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,"Action, Adventure, Comedy, Fantasy",Special,1,7.14,25251,5.11,1624
30544,Gakusen Toshi Asterisk,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,7.14,168657,5.75,3806
383,Galaxy Angel,"Comedy, Sci-Fi",TV,24,7.14,17601,5.28,688
4983,Hells,"Adventure, Comedy, Horror",Movie,1,7.14,9255,5.9,265
475,Hotori: Tada Saiwai wo Koinegau,"Drama, Sci-Fi",Movie,1,7.14,3701,5.81,122
21653,IS: Infinite Stratos 2 - World Purge-hen,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.14,28626,5.36,946
3638,Kaiketsu Zorori,"Adventure, Comedy",TV,52,7.14,1034,3.68,31
3616,Kamen no Maid Guy,"Action, Comedy, Ecchi, Super Power",TV,12,7.14,27761,5.66,1371
10372,Kamisama Dolls,"Action, Seinen, Supernatural",TV,13,7.14,47665,5.81,1874
7904,Kemono no Souja Erin: Soushuuhen,"Adventure, Drama, Fantasy, Historical, Slice of Life",TV,10,7.14,1386,4.4,20
10336,Last Exile: Ginyoku no Fam,"Action, Adventure, Sci-Fi",TV,21,7.14,28616,5.83,789
1659,Mai-Otome Specials,"Comedy, Drama, Fantasy, Magic",Special,9,7.14,4609,5.22,251
1696,Murder Princess,"Action, Adventure, Fantasy",OVA,6,7.14,39377,5.77,2040
2151,Nils no Fushigi na Tabi,"Adventure, Fantasy, Kids",TV,52,7.14,2702,5.17,167
5520,Onegai My Melody Sukkiri♪,"Comedy, Fantasy, Magic",TV,52,7.14,966,3.37,27
2805,Onegai! Samia Don,"Comedy, Fantasy, Kids, Magic, Slice of Life",TV,78,7.14,472,5.48,23
524,Onegai☆Twins: Natsu wa Owaranai,"Comedy, Drama, Romance",OVA,1,7.14,22614,5.45,1639
4742,Papa to Odorou,Comedy,TV,16,7.14,567,6.57,23
6178,Pokemon Diamond &amp; Pearl: Arceus Choukoku no Jikuu e,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.14,29668,4.96,1582
1709,Pokemon: Mewtwo! Ware wa Koko ni Ari,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Special,1,7.14,38638,4.96,2530
2993,Rosario to Vampire,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Vampire",TV,13,7.14,299278,5.89,13867
3493,Ryuusei no Rockman Tribe,Adventure,TV,21,7.14,3510,4.95,137
4650,Seihou Bukyou Outlaw Star Pilot,"Action, Sci-Fi, Space",Special,1,7.14,4046,4.99,183
22687,Terra Formars,"Action, Drama, Horror, Sci-Fi, Seinen, Space",TV,13,7.14,95964,5.87,2798
19697,Toaru Kagaku no Railgun S: Motto Marutto Railgun,Comedy,Special,2,7.14,14807,4.49,461
10249,Toaru Majutsu no Index-tan II,"Comedy, Parody",Special,2,7.14,20942,4.67,883
1225,3x3 Eyes Seima Densetsu,"Action, Adventure, Demons, Fantasy, Horror, Romance",OVA,3,7.13,8892,5.25,472
58,Blue Gender,"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",TV,26,7.13,40581,5.75,1562
998,Blue Seed,"Action, Adventure, Comedy, Demons, Drama, Ecchi, Horror, Mystery, Romance, Sci-Fi",TV,26,7.13,15194,5.58,586
2561,Captain Future,"Action, Adventure, Sci-Fi, Shounen",TV,52,7.13,1837,4.96,82
6202,Daisetsusan no Yuusha Kibaou,"Adventure, Drama",Special,1,7.13,322,2.62,8
2206,Galaxy Angel Z Special,"Comedy, Sci-Fi",Special,1,7.13,2208,4.87,94
16726,gdgd Fairies 2,"Comedy, Fantasy",TV,12,7.13,1248,5.55,38
1022,Generator Gawl,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",TV,12,7.13,5457,5.85,230
4765,Gunslinger Girl: Il Teatrino OVA,"Action, Drama, Military, Sci-Fi",OVA,2,7.13,15785,5.52,688
2997,Hi no Tori: Houou-hen,"Drama, Fantasy, Historical",Movie,1,7.13,1323,6.47,51
8630,Hidan no Aria,"Action, Comedy, Romance, School",TV,12,7.13,171888,5.69,6850
23425,Karneval Specials,Comedy,Special,11,7.13,4415,3.59,76
2335,Kenyuu Densetsu Yaiba,"Action, Comedy, Fantasy, Martial Arts, Shounen",TV,52,7.13,5158,5.3,287
2403,Kodomo no Jikan (TV),"Comedy, Ecchi, School",TV,12,7.13,63348,5.84,2795
8876,Koe de Oshigoto! The Animation,"Comedy, Ecchi, Seinen",OVA,2,7.13,57466,5.7,2109
31815,"Kono Danshi, Mahou ga Oshigoto Desu.","Fantasy, Magic, Shounen Ai",TV,4,7.13,9961,5.12,252
1384,Kyuuketsuhime Miyu,"Action, Demons, Drama, Horror, Vampire",OVA,4,7.13,11019,5.39,454
1138,Medarot,"Adventure, Comedy, Sci-Fi, Shounen",TV,52,7.13,30148,5.53,1652
22071,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,"Comedy, Romance, Slice of Life",Special,1,7.13,19538,5.27,879
3656,Monochrome Factor,"Action, Shounen Ai, Supernatural",TV,24,7.13,36517,5.48,1126
3136,Ochamegami Monogatari: Korokoro Pollon,"Comedy, Magic, Parody",TV,46,7.13,1049,5.2,50
9798,Pandane to Tamago-hime,"Adventure, Fantasy",Movie,1,7.13,1995,4.92,52
7695,Pokemon Diamond &amp; Pearl: Genei no Hasha Zoroark,"Action, Adventure, Fantasy, Kids",Movie,1,7.13,24575,5.02,1257
10276,Prince of Tennis: Mini Theater,Comedy,Special,3,7.13,3010,3.67,119
10819,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,"Comedy, Martial Arts, Slice of Life",Special,1,7.13,2077,3.76,72
12137,Robotica*Robotics,"Psychological, Sci-Fi, Shounen Ai, Slice of Life",OVA,1,7.12,5769,5.37,168
1258,Saint Seiya: Kamigami no Atsuki Tatakai,"Adventure, Sci-Fi, Shounen",Movie,1,7.13,8894,5.27,527
30649,Shin Atashin&#039;chi,"Comedy, Slice of Life",TV,26,7.14,1202,3.38,13
30363,Shinmai Maou no Testament Burst,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,10,7.13,93293,5.48,1871
33433,Shuumatsu no Izetta,"Action, Historical, Military",TV,12,7.12,74026,,0
2604,Sky Girls,"Mecha, Military, Sci-Fi",TV,26,7.13,17115,5.66,654
12321,Thermae Romae,"Comedy, Historical, Seinen",TV,3,7.13,13444,6.01,574
6941,Toriko: Jump Super Anime Tour 2009 Special,"Action, Adventure, Comedy, Shounen, Super Power",Special,1,7.13,4650,5.1,207
